record_id,marketing_original_source,marketing_latest_source,device,country,lead_source_detail,visitor_type,destination_interest,budget_range,travel_group_type,trip_duration,budget_level,currency,age_bracket,lead_type,booking_intent,enquiry_touchpoints,form_submissions,page_interactions,unknown_engagement_1,total_visits,total_sessions,average_pageviews,number_of_pageviews,number_of_sessions,time_on_site,engagement_score,sales_activity_count,qualified_flag,interaction_depth,pipeline_stage_num,total_activities,deal_progress,nurture_score,readiness_score,target_conv_prob,target_profit
189250873271,PAID_SEARCH,EMAIL_MARKETING,Desktop,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,BOTSWANA,NOTSURE,PARTNER,One Week,notsure,Unknown,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,3.0,2.0,44.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1709581464529037,85428.5
189052387500,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,Australia,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA;ZIMBABWE,NOTSURE,PARTNER,2 Weeks,notsure,Unknown,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,3.0,9.0,64.0,7.0,409.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1380149275064468,134093.96875
191877747737,ORGANIC_SEARCH,EMAIL_MARKETING,Mobile,United Kingdom,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,NOTSURE,PARTNER,2 Weeks,notsure,Unknown,18-34,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,13.0,6.0,1097.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0801685079932212,87600.8125
191929092639,ORGANIC_SEARCH,OTHER_CAMPAIGNS,Desktop,United States,Google or other search,PREVIOUS_VISITOR_MULTIPLE,SOUTH AFRICA,10000+ USD,PARTNER,2 Weeks,high,USD,35-54,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,7.0,14.0,2.0,216.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.145755261182785,133673.609375
186444084749,ORGANIC_SEARCH,DIRECT_TRAFFIC,Mobile,Singapore,Google or other search,PREVIOUS_VISITOR_MULTIPLE,ZAMBIA;ZIMBABWE,9000 - 13000 SGD,PARTNER,One Week,med,Unknown,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,3.0,3.0,3.0,7.0,2.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1826259493827819,64787.0859375
192150256653,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0343981310725212,160113.8125
192055317626,AI_REFERRALS,AI_REFERRALS,Desktop,United Arab Emirates,Google or other search,FIRST_VISITOR_NO_RESEARCH,KENYA;TANZANIA,4000 - 7000 USD,PARTNER,One Week,low,USD,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,1.0,167.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0888270884752273,64856.93359375
191876601106,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,Germany,Google or other search,PREVIOUS_VISITOR_MULTIPLE,TANZANIA,4000 - 7000 EUR,FAMILY,Less than One Week,low,EUR,35-54,New enquiry,Help me book my vacation,6.0,0.0,6.0,0.0,2.0,2.0,8.0,8.0,1.0,923.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0916145741939544,156275.15625
191966869395,DIRECT_TRAFFIC,EMAIL_MARKETING,Desktop,Bermuda,Google or other search,PREVIOUS_VISITOR_ONCE,KENYA;BOTSWANA,4000 - 7000 USD,PARTNER,10 Days,low,USD,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,6.0,26.0,4.0,823.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07127296179533,77439.671875
191955280778,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,OPEN TO IDEAS,$4-6k per person,Unknown,Unknown,Unknown,Unknown,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475206933915615,106539.609375
192143012474,PAID_SOCIAL,PAID_SOCIAL,Mobile,Pakistan,Unknown,Unknown,SOUTH AFRICA;MADAGASCAR;RWANDA;ZIMBABWE;TANZANIA;CONGO;MOZAMBIQUE;SEYCHELLES,10000+ USD,FRIENDS,10 Days,high,USD,Unknown,Unknown,Unknown,8.0,0.0,8.0,0.0,2.0,2.0,5.0,5.0,1.0,17.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0062824739143252,378638.78125
191982256465,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,SOUTH AFRICA,0,Unknown,Unknown,Unknown,Unknown,Unknown,New enquiry,Unknown,4.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0580177158117294,152116.59375
192148417135,PAID_SOCIAL,PAID_SOCIAL,Mobile,Pakistan,Google or other search,Unknown,KENYA,4000 - 7000 USD,FAMILY,2 Weeks,low,USD,18-34,New enquiry,Help me book my vacation,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018867115722969,65055.85546875
191982249524,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,SOUTH AFRICA,500 aud,Unknown,Unknown,Unknown,AUD,Unknown,New enquiry,Unknown,3.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.059770718216896,130762.25
170785381526,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2053442746400833,125109.15625
192064399628,REFERRALS,REFERRALS,Mobile,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,NOTSURE,PARTNER,2 Weeks,notsure,Unknown,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,1265.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0811793729662895,78090.859375
226689852,DIRECT_TRAFFIC,OTHER_CAMPAIGNS,Desktop,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,ZIMBABWE,NOTSURE,FAMILY,Less than One Week,notsure,Unknown,55+,New enquiry,Unknown,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.233074739575386,101435.3671875
192138584616,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,ZIMBABWE,"Aus $5800 X2, $6000 X2",Unknown,Unknown,Unknown,Unknown,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0461270883679389,119695.46875
191987655073,PAID_SEARCH,PAID_SEARCH,Desktop,United States,Google or other search,PREVIOUS_VISITOR_MULTIPLE,RWANDA,NOTSURE,FAMILY,Less than One Week,notsure,Unknown,55+,New enquiry,Help me compare prices,3.0,0.0,3.0,0.0,2.0,2.0,6.0,6.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356263294816017,81545.78125
192042163054,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,Switzerland,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,NOTSURE,PARTNER,10 Days,notsure,Unknown,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,7.0,7.0,1.0,386.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0705271512269973,92972.140625
155321371811,PAID_SEARCH,DIRECT_TRAFFIC,Mobile,United States,Google or other search,FIRST_VISITOR_RESEARCH,ZIMBABWE;SEYCHELLES;TANZANIA;KENYA;BOTSWANA;NAMIBIA,7000 - 10000 USD,PARTNER,2 Weeks +,med,USD,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,7.0,3.0,1.0,21.0,14.0,297.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2259336113929748,88240.234375
187745538924,DIRECT_TRAFFIC,PAID_SEARCH,Mobile,United States,Google or other search,FIRST_VISITOR_RESEARCH,SOUTH AFRICA;NAMIBIA;ZIMBABWE,4000 - 7000 USD,FRIENDS,10 Days,low,USD,55+,New enquiry,Help me compare prices,2.0,0.0,2.0,0.0,2.0,2.0,3.0,27.0,9.0,105.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0503407828509807,79616.609375
123246751320,PAID_SEARCH,DIRECT_TRAFFIC,Desktop,Australia,Unknown,Unknown,SOUTH AFRICA,5500 - 11000 AUD,FAMILY,10 Days,low,AUD,Unknown,New enquiry,Unknown,5.0,0.0,5.0,0.0,1.0,1.0,4.0,86.0,18.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1319934874773025,117939.71875
192157076008,PAID_SOCIAL,PAID_SOCIAL,Mobile,Philippines,Unknown,Unknown,TANZANIA,10000+ USD,FAMILY,One Week,high,USD,Unknown,Unknown,Unknown,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0032139206305146,202952.953125
192144518304,PAID_SOCIAL,PAID_SOCIAL,Mobile,Indonesia,From a friend,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,4000 - 7000 USD,SOLO,Less than One Week,low,USD,18-34,Unknown,Help me book my vacation,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0027747540734708,56792.0
192148447547,PAID_SOCIAL,PAID_SOCIAL,Mobile,Bangladesh,Newspaper / Magazine,FIRST_VISITOR_RESEARCH,ZAMBIA;NAMIBIA;BOTSWANA;MADAGASCAR;OPEN TO IDEAS;RWANDA;MALAWI;SEYCHELLES;MOZAMBIQUE;MAURITIUS;CONGO;UGANDA;ZIMBABWE;TANZANIA;SOUTH AFRICA;KENYA,NOTSURE,PARTNER,One Week,high,USD,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0042806938290596,127736.890625
192098175286,DIRECT_TRAFFIC,PAID_SEARCH,Mobile,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA;KENYA;TANZANIA;BOTSWANA;ZIMBABWE,7000 - 10000 USD,PARTNER,2 Weeks,med,USD,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,4.0,14.0,3.0,354.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.1155650466680526,90071.71875
168390549277,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,United States,Google or other search,PREVIOUS_VISITOR_MULTIPLE,SOUTH AFRICA,7000 - 10000 USD,PARTNER,2 Weeks,med,USD,55+,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,31.0,12.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0502338446676731,86545.203125
188440309389,PAID_SOCIAL,DIRECT_TRAFFIC,Mobile,Malta,Social Media,FIRST_VISITOR_NO_RESEARCH,TANZANIA,4000 - 7000 EUR,FAMILY,2 Weeks,low,EUR,55+,New enquiry,Help me book my vacation,7.0,0.0,7.0,0.0,2.0,2.0,1.0,7.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0038218423724174,206768.0
192143825481,PAID_SOCIAL,PAID_SOCIAL,Mobile,Colombia,Social Media,FIRST_VISITOR_NO_RESEARCH,OPEN TO IDEAS,4000 - 7000 USD,FRIENDS,10 Days,low,USD,18-34,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013586141867563,142151.9375
191773374829,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Unknown,United States,Unknown,Unknown,SOUTH AFRICA,9-10K,Unknown,Unknown,Unknown,Unknown,Unknown,New enquiry,Unknown,4.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0590500496327877,240726.9375
185828268859,PAID_SEARCH,REFERRALS,Desktop,United States,Unknown,Unknown,TANZANIA,4000 - 7000 USD,PARTNER,One Week,low,USD,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,2.0,7.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117991948500275,65078.375
185399144456,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Singapore,Google or other search,FIRST_VISITOR_NO_RESEARCH,KENYA;TANZANIA,5000 - 9000 SGD,PARTNER,10 Days,low,Unknown,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,3.0,3.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0484047904610633,40960.2578125
185247485582,PAID_SOCIAL,PAID_SOCIAL,Mobile,United States,Social Media,FIRST_VISITOR_NO_RESEARCH,KENYA;TANZANIA,4000 - 7000 USD,PARTNER,One Week,low,USD,55+,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,118.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0109705245122313,83376.328125
192166595074,PAID_SOCIAL,PAID_SOCIAL,Mobile,Pakistan,From a friend,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,10000+ USD,PARTNER,10 Days,high,USD,18-34,Unknown,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021852233912795,156516.34375
192121782427,PAID_SEARCH,REFERRALS,Desktop,Australia,Unknown,Unknown,KENYA,5500 - 11000 AUD,FAMILY,10 Days,low,AUD,Unknown,New enquiry,Unknown,4.0,0.0,4.0,0.0,1.0,1.0,2.0,7.0,3.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007141298148781,107097.984375
192144961191,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Desktop,Australia,Google or other search,FIRST_VISITOR_NO_RESEARCH,KENYA;OPEN TO IDEAS,5500 - 11000 AUD,FAMILY,10 Days,low,AUD,35-54,Unknown,Help me research,4.0,0.0,4.0,0.0,2.0,2.0,2.0,5.0,1.0,124.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144941005855798,108988.765625
191129883464,ORGANIC_SEARCH,DIRECT_TRAFFIC,Desktop,Italy,Google or other search,PREVIOUS_VISITOR_MULTIPLE,BOTSWANA;SOUTH AFRICA;SEYCHELLES,4000 - 7000 EUR,FAMILY,2 Weeks,low,EUR,35-54,New enquiry,"Help me plan, so I can book later",4.0,0.0,4.0,0.0,3.0,3.0,4.0,16.0,4.0,66.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0558352246880531,119948.9375
185563988889,PAID_SEARCH,REFERRALS,Mobile,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,ZIMBABWE,10000+ USD,FAMILY,2 Weeks,high,USD,55+,New enquiry,"Help me plan, so I can book later",3.0,0.0,3.0,0.0,3.0,3.0,3.0,6.0,2.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0301602408289909,164151.71875
185550041363,PAID_SEARCH,REFERRALS,Mobile,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,KENYA;SEYCHELLES,7000 - 10000 USD,PARTNER,10 Days,med,USD,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,5.0,2.0,68.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086698988452553,76449.28125
185579714844,PAID_SOCIAL,PAID_SOCIAL,Mobile,New Zealand,Social Media,FIRST_VISITOR_RESEARCH,ZIMBABWE,7000 - 10000 USD,PARTNER,2 Weeks +,med,USD,55+,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,1.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0058456086553633,103884.53125
185116790799,SOCIAL_MEDIA,PAID_SOCIAL,Mobile,Australia,Social Media,PREVIOUS_VISITOR_MULTIPLE,KENYA;BOTSWANA;ZAMBIA;TANZANIA,5500 - 11000 AUD,FAMILY,2 Weeks +,low,AUD,35-54,New enquiry,Help me research,3.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0062668267637491,113688.25
184330467174,ORGANIC_SEARCH,DIRECT_TRAFFIC,Desktop,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,KENYA,4000 - 7000 USD,FAMILY,10 Days,low,USD,35-54,New enquiry,Help me book my vacation,3.0,1.0,4.0,1.0,3.0,3.0,2.0,26.0,11.0,436.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1938495188951492,100913.546875
83401801,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,South Africa,From a friend,FIRST_VISITOR_NO_RESEARCH,TANZANIA,100000 - 150000 ZAR,SOLO,2 Weeks,med,ZAR,18-34,Repeat enquiry,Unknown,1.0,0.0,1.0,0.0,75.0,4.0,8.0,5425.0,661.0,0.0,2.0,16.0,0.0,0.0,3.0,8.0,6.0,3.0,1.0,0.3475886583328247,401786.4375
192087065970,PAID_SEARCH,PAID_SEARCH,Mobile,United States,Google or other search,PREVIOUS_VISITOR_MULTIPLE,SOUTH AFRICA;ZAMBIA;BOTSWANA,7000 - 10000 USD,FRIENDS,2 Weeks,med,USD,55+,New enquiry,Unknown,7.0,0.0,7.0,0.0,2.0,2.0,1.0,7.0,5.0,174.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0641837120056152,291546.625
191902475907,PAID_SEARCH,REFERRALS,Desktop,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,BOTSWANA,10000+ USD,SOLO,2 Weeks,high,USD,55+,New enquiry,"Help me plan, so I can book later",1.0,0.0,1.0,0.0,2.0,2.0,3.0,17.0,5.0,749.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0739165544509887,151347.703125
192157099386,PAID_SOCIAL,PAID_SOCIAL,Desktop,Canada,Google or other search,FIRST_VISITOR_NO_RESEARCH,SOUTH AFRICA,5000 - 10000 CAD,PARTNER,2 Weeks +,low,CAD,18-34,Unknown,Unknown,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0020100194960832,62058.921875
192040103551,DIRECT_TRAFFIC,DIRECT_TRAFFIC,Mobile,Serbia,Google or other search,PREVIOUS_VISITOR_MULTIPLE,SOUTH AFRICA,NOTSURE,FAMILY,10 Days,notsure,Unknown,35-54,New enquiry,Help me book my vacation,4.0,0.0,4.0,0.0,2.0,2.0,3.0,3.0,1.0,461.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0513975359499454,142650.71875
192166683243,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03262410312891,175465.609375
192152773218,OFFLINE,OFFLINE,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233695674687623,175465.59375
191618355113,ORGANIC_SEARCH,EMAIL_MARKETING,Desktop,United Kingdom,Google or other search,FIRST_VISITOR_NO_RESEARCH,OPEN TO IDEAS,4000 - 7000 GBP,FAMILY,10 Days,low,GBP,35-54,New enquiry,Help me compare prices,3.0,0.0,3.0,0.0,2.0,2.0,2.0,5.0,2.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191520266234874,76334.65625
180600306966,PAID_SEARCH,REFERRALS,Desktop,Australia,Google or other search,PREVIOUS_VISITOR_ONCE,TANZANIA;UGANDA;OPEN TO IDEAS,NOTSURE,PARTNER,2 Weeks +,notsure,Unknown,18-34,New enquiry,Help me book my vacation,2.0,0.0,2.0,0.0,2.0,2.0,2.0,7.0,3.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0292029827833175,88711.421875
191076935302,PAID_SEARCH,ORGANIC_SEARCH,Mobile,Australia,Google or other search,FIRST_VISITOR_NO_RESEARCH,TANZANIA,5500 - 11000 AUD,PARTNER,One Week,low,AUD,35-54,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,2.0,20.0,7.0,279.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0245349165052175,66047.625
188065083006,PAID_SEARCH,PAID_SEARCH,Unknown,United Kingdom,Social Media,PREVIOUS_VISITOR_ONCE,SOUTH AFRICA,NOTSURE,PARTNER,2 Weeks +,notsure,Unknown,55+,New enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,43.0,35.0,84.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.046825423836708,170603.296875
191629222808,PAID_SEARCH,PAID_SEARCH,Desktop,Singapore,Unknown,Unknown,BOTSWANA,5000 - 9000 SGD,PARTNER,One Week,low,Unknown,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,8.0,16.0,2.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251380614936351,71140.9140625
192167038857,PAID_SOCIAL,PAID_SOCIAL,Mobile,Nepal,Unknown,Unknown,SOUTH AFRICA,NOTSURE,PARTNER,10 Days,notsure,Unknown,Unknown,Unknown,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,5.0,5.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0040260325185954,48583.93359375
192150575725,PAID_SOCIAL,PAID_SOCIAL,Mobile,Bangladesh,Unknown,Unknown,SOUTH AFRICA,4000 - 7000 USD,PARTNER,10 Days,low,USD,Unknown,New enquiry,Help me research,2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0024034099187701,64751.34765625
192180985426,PAID_SOCIAL,PAID_SOCIAL,Mobile,Haiti,From a friend,Unknown,CONGO;KENYA;SOUTH AFRICA;RWANDA;MALAWI;MADAGASCAR;ZAMBIA;NAMIBIA;MOZAMBIQUE;SEYCHELLES;MAURITIUS;TANZANIA;BOTSWANA;ZIMBABWE;UGANDA,NOTSURE,FAMILY,10 Days,notsure,Unknown,18-34,Referral,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002437052084133,77097.5
144095401,EMAIL_MARKETING,EMAIL_MARKETING,Desktop,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,KENYA;SOUTH AFRICA;TANZANIA;UGANDA;ZIMBABWE,5000 - 7500 USD,PARTNER,2 Weeks,med,USD,55+,Repeat enquiry,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,12.0,3.0,1.0,32.0,24.0,143.0,2.0,3.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,0.364042043685913,105007.125
192157284443,PAID_SEARCH,REFERRALS,Desktop,Australia,Google or other search,FIRST_VISITOR_NO_RESEARCH,RWANDA;TANZANIA;KENYA,11000 - 16000 AUD,PARTNER,2 Weeks +,med,AUD,55+,Unknown,"Help me plan, so I can book later",2.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0030245054513216,102935.8203125
192098820472,PAID_SEARCH,EMAIL_MARKETING,Desktop,United States,From a friend,FIRST_VISITOR_NO_RESEARCH,KENYA,4000 - 7000 USD,FAMILY,Less than One Week,low,USD,35-54,New enquiry,Help me book my vacation,4.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,4.0,372.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229656234383583,94482.6171875
192179648836,PAID_SOCIAL,PAID_SOCIAL,Mobile,Indonesia,Unknown,Unknown,KENYA,NOTSURE,SOLO,One Week,notsure,Unknown,Unknown,Unknown,Unknown,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,52.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020526102744042,52598.7421875
69945105471,REFERRALS,REFERRALS,Mobile,United States,Google or other search,FIRST_VISITOR_NO_RESEARCH,NONE,2500 - 5000 USD,FAMILY,One Week,low,USD,35-54,New enquiry,Help me book my vacation,3.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091972611844539,66510.7734375
191075227651,PAID_SOCIAL,OTHER_CAMPAIGNS,Mobile,Argentina,Social Media,FIRST_VISITOR_NO_RESEARCH,OPEN TO IDEAS,4000 - 7000 USD,PARTNER,2 Weeks,low,USD,55+,New enquiry,Unknown,2.0,0.0,2.0,0.0,2.0,2.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048405723646283,76578.1484375
191646930958,PAID_SEARCH,REFERRALS,Desktop,United States,Unknown,Unknown,SOUTH AFRICA,7000 - 10000 USD,PARTNER,10 Days,med,USD,Unknown,New enquiry,Unknown,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0205809976905584,75991.53125
